image_source,image_label,cluster,pc1,pc2,pc3,combined_vector
18690.18 a201.vsi - 20x_001,Lymphocytes,1,-3.2143490228758647,-0.09435851258825931,-3.2143490228758647,"[-0.5659267  -0.76749952  0.02560031 -0.35958523 -0.39761907 -0.99864174
 -0.95832495  1.32494623 -1.72818419 -1.06533688  0.65609177  0.31090944
 -0.35334484  0.22803011 -0.04987378  1.50430509  1.43900496  0.6344318
 -0.64618262 -0.7701538  -0.75627582 -0.65847924  0.28466741  0.53044831
 -2.0277555   0.46656466  0.76005447  0.99635291  1.04819249  0.32689703
 -0.71004502  1.3585352   0.18314761  0.32814417]"
18690.18 a201.vsi - 20x_002,Lymphocytes,1,-3.968396821337412,0.8542096912769197,-3.968396821337412,"[-0.69409279 -0.78061615 -0.16045143 -0.96343275  1.04225511 -1.06615936
 -0.94790089  1.27082587 -1.61793029 -1.13664213  0.635015    0.74425552
 -0.24104373  0.6399174   0.11989861  2.16284977  2.07995313  0.33159213
 -0.81222119 -1.0685791  -0.87425183 -0.67364637 -1.37784422  0.13546566
 -0.87945417 -0.11561692 -0.59314413  0.81008918 -0.77225748 -0.91207659
 -0.9130536  -0.34230995 -0.48747851 -0.12283723]"
18690.18 a201.vsi - 20x_003,Lymphocytes,1,-4.546390740313097,0.7320059309816731,-4.546390740313097,"[-0.66418833 -0.9239311  -0.09843418  0.2442623  -1.03930213 -1.01948869
 -1.00476316  1.25906499 -1.46225118 -0.82853034 -0.41688119  1.24326843
 -0.28782864  0.82800028  0.31680051  2.40023215  2.34067377  0.69180303
 -0.86435495 -1.06438269 -0.9375057  -0.89685842 -1.18440212 -0.22631169
 -1.40654914  0.00260379  0.20677773  0.8583213  -1.40756183 -1.39771483
 -0.36225034 -0.82383455 -0.27899336  0.70351974]"
18904.18 a101.vsi - 20x_001,Lymphocytes,1,-4.686641879258542,-2.4719705115719557,-4.686641879258542,"[-0.56309011 -1.11660355  0.21165204  1.45195735 -1.57142954 -1.18922996
 -1.42442798  1.87898402 -1.58114124 -2.68391988  1.25248882 -0.72630358
 -0.52143002 -0.37638268 -0.68382347  1.06017031  0.83503302  0.13949247
 -0.45449074 -0.82529733 -1.01524993 -1.18414408 -2.13125893  1.87584252
 -0.10902656 -0.70712602 -1.33544497  1.23903586  1.6620899   1.21142591
 -0.11231797  0.44063304 -0.27582799  0.68410835]"
18904.18 a101.vsi - 20x_002,Lymphocytes,1,-4.326485819022319,-2.089610016380038,-4.326485819022319,"[-0.95599054 -1.25514775 -0.16045143 -0.35958523 -2.01747752 -1.375127
 -1.42300675  1.64235646 -0.75224731 -1.83204406  1.66675825 -0.78515383
 -0.45471758 -0.43031193 -0.67158351  0.23316072  0.48650505  1.29338876
 -0.31134677 -0.11226066 -1.19702468 -1.31304803 -1.42792497  0.20850422
  0.69960668 -0.33360402 -0.56036317  0.17891433 -0.04396415  0.64729344
 -1.0328713   0.53620937 -3.12192966 -0.20841743]"
18904.18 a101.vsi - 20x_003,Lymphocytes,1,-4.787762581431272,-1.7812923093345425,-4.787762581431272,"[-0.98613356 -1.19395209 -0.34650316 -0.96343275 -1.08625454 -1.50450729
 -1.4057665   1.90862645 -1.33826309 -2.6322161   1.50728067 -0.78236047
 -0.4710256  -0.37508664 -0.42078798  0.92999287  1.21133907  0.71929075
 -0.50625342 -0.41504127 -1.16322755 -1.09446492 -0.77355475 -0.41636961
  0.34997819  0.11786065  0.39497728  0.64469728 -1.38304122  0.3896909
  0.4876817   0.036294    0.25204487  0.23921927]"
18904.18 a101.vsi - 20x_004,Lymphocytes,1,-5.360442019536454,-3.161016405369829,-5.360442019536454,"[-0.9401953  -1.32481075 -0.28448592  0.2442623  -2.03312832 -1.5047978
 -1.69033166  1.97246155 -2.76208855 -2.34685777  1.46865776 -1.02067885
 -1.00827346 -1.03599374 -1.22196753  1.09845779  1.03786105  0.29369399
 -0.52184859 -0.69916633 -1.25671785 -1.35573074 -2.01326905  1.95474738
  1.57518686  0.24663932 -1.73479944  1.45197588  1.15148674  1.92640977
 -1.04977076 -0.32879692  0.02812552 -0.0417208 ]"
18969.18 a101.vsi - 20x_002,Lymphocytes,1,-1.1765904094200517,-2.356290690223952,-1.1765904094200517,"[ 0.20992664 -0.47074274  1.01787623  0.2442623  -0.78888923 -0.04856476
 -0.48553415  0.50207578 -0.04346312 -0.65731555  0.88080166 -1.12724898
 -1.01787086 -0.76280356 -0.78698379  0.08766829  0.00808029  0.11801728
 -0.16971532 -0.36198345 -0.41017678 -0.75265756 -1.91552146  1.21958957
  0.9319832  -0.76580995  0.17044539  1.60558948  1.32787791  2.21723535
 -1.0329753  -0.64198124 -1.14718712  0.40091809]"
18993.16.vsi - 20x_001,Lymphocytes,1,-4.0752762337968855,-3.629050124108178,-4.0752762337968855,"[-1.13859467 -1.41543907 -0.28448592  0.2442623  -2.14268397 -1.50277363
 -1.74911513  1.54510574 -1.75729505 -1.75714665  1.15709824 -1.736155
 -1.43046971 -0.91188955 -0.82958618  0.19487324  0.02691947 -0.81719153
 -0.16683245 -0.50160035 -1.34284298 -1.45218254 -0.32803523 -0.40240396
 -0.11172141  0.34142359  0.34586985  0.13495555 -1.64832279 -0.07254404
  0.51751726  0.57112488 -0.28108298 -0.85919112]"
18993.16.vsi - 20x_001 (2),Lymphocytes,1,-3.45769891314981,-3.9804606606180086,-3.45769891314981,"[-1.1437341  -1.45893396 -0.40852041  0.2442623  -2.11920776 -1.40757323
 -1.72696499  1.32878872 -2.39382788 -1.08242461  0.57362088 -1.6368721
 -1.08718253 -1.15151106 -0.76040279 -0.9537512  -0.73368464  0.06916374
  0.25045851  0.39915203 -1.38712806 -1.40087599 -0.80059635  0.10286391
  0.99537823  0.25773536 -0.52227778  0.19625954 -2.3916129   1.00552677
  0.09956925  1.42284424  0.64561308 -1.34198663]"
18_11_crop_1,Tumor Cells,0,3.8559050994895134,-0.079011948646935,3.8559050994895134,"[ 1.66201615  1.36586368  1.3899797   0.2442623   1.30049341  1.84786376
  1.49841592 -1.2402      0.53309515  1.34719521 -1.58009143  0.75357699
 -0.54838785 -0.42768528 -0.51023376 -0.11908411 -0.32429769 -0.86223899
 -0.00372109 -0.21208791  1.41580833  0.95497355 -1.53424686 -0.2268206
  0.9162711  -1.7031646   0.29412592  0.97882693 -0.52337398 -0.01703294
 -1.1959544  -0.03556892 -2.84293622  0.56902349]"
18_11_crop_2,Tumor Cells,0,4.050433339402719,0.6016308234028813,4.050433339402719,"[ 1.12456546  1.5192234   0.08761755  0.2442623   1.30831882  1.44432207
  1.50836271 -1.35036132  0.23302049  1.24036292 -0.31391979  0.45098268
 -0.5167382  -0.59210447 -0.31756793 -0.46367144 -0.55966521 -0.42269818
  0.02774928  0.04640464  1.41877463  1.496698    0.36929067  2.07264266
 -0.06619235 -1.23064568  0.56019909 -2.52293305  0.12820942  1.16128556
  0.85766594 -0.57047661  0.14035869 -1.77302748]"
18_11_crop_3,Tumor Cells,0,3.4873834840211764,1.0628943956098431,3.4873834840211764,"[ 1.49552305  1.50878607  0.64577276  0.2442623   0.90139785  1.34316846
  1.1183413  -0.96103176 -0.15842088  0.92318606 -1.12934784  0.94322836
 -0.03008539 -0.06045001  0.23415744 -0.15737159 -0.15891574 -0.04237475
 -0.01899894 -0.05196287  1.46516963  1.13412054  1.4604898  -0.26539685
 -0.76303592 -1.06711436 -0.61302106  0.01234004  0.26560007  0.58186758
  0.97387307  0.29414508 -0.5967685  -0.76776198]"
18_11_crop_4,Tumor Cells,0,3.1773238040330756,1.3241142589660075,3.1773238040330756,"[ 0.47762376  1.38169723 -0.47053765  0.2442623   1.06573132  0.79379254
  1.3459962  -1.09941587  0.44566961  0.95471646  0.76670808  0.45650622
  0.12916442 -0.21992692  0.60152561 -0.51727391 -0.22287845 -0.69255094
 -0.1274774  -0.17055387  1.15865387  1.80475058  0.62515321 -0.14019514
 -1.34825599  1.05445132  0.04801038  1.13559587 -0.14801048  1.0259526
  0.21855144  1.12461168 -1.07519338  0.18214587]"
18_11_crop_6,Tumor Cells,0,3.169494942596168,2.4494163143224403,3.169494942596168,"[ 0.59014741  0.85305735  0.1496348  -0.35958523  1.05790591  1.11738978
  1.10700224 -1.22408683  1.44576374  1.42544089 -0.74951322  1.03509354
  0.35415935  0.12485637  0.42052589 -0.10376912 -0.32700602 -0.77282509
 -0.08122951 -0.35110075  0.82678859  0.88911576  1.42184249  0.81865119
 -0.6287574   1.41683425 -1.83721081  0.67520991 -0.94313983 -1.72523198
 -0.78229649 -0.27475467 -0.59560179 -1.41880928]"
18_14_crop_1,Tumor Cells,0,2.3519946607324185,-0.2994398364616372,2.3519946607324185,"[ 1.14842986  0.14933808  1.51401419 -0.96343275 -0.67933358  1.31085777
  0.22083366 -0.78779529 -0.10950917  1.40188957 -1.4648432  -0.60146137
 -0.38797871 -0.43582671 -0.34470743 -0.5402464  -0.45465242 -0.70389143
  0.21466039  0.43754621  0.3655111  -0.38111071  1.13096139  1.36637615
 -0.71858804 -0.81694534 -0.82725906 -0.35118697  2.13495079  0.50274128
 -0.85702354 -0.82983214  2.78566154 -2.23357696]"
18_16_crop_1,Tumor Cells,0,3.014829323185175,-1.087999719048709,3.014829323185175,"[ 0.87445981  0.02087351  1.26594521  3.26349992 -0.66368278  1.60416392
  0.45179769 -1.37164192  0.49186061  2.52353335 -4.10254034  0.05171915
  0.25814729 -0.29529212  0.26565953 -1.1605036  -0.34775252  1.62248194
  0.46731204  2.25116971  0.05926103 -0.1446275   0.0105249   1.38107452
  1.25209381 -0.44177275  1.6992359  -0.2045214  -0.80875705 -1.02611132
  1.5890895   1.4559413   0.0157865   1.35642896]"
18_16_crop_2,Tumor Cells,0,3.1128789672811568,0.2603040181730103,3.1128789672811568,"[ 1.24831428  0.39117188  1.51401419  0.2442623   0.11885754  1.69601469
  0.67950978 -1.13039901  0.85749808  2.18236957 -1.95842784 -0.128084
  0.27107585 -0.47208032  0.41402382 -1.04564115 -0.41535462  2.63907576
  0.47383021  1.54101441  0.38148825  0.22252386  0.93272876  2.39944008
  2.50137089 -1.91007698 -2.18841361  0.69100072 -2.2713206  -1.81109899
 -0.5781801  -0.66256353  0.74152998 -1.10620285]"
18_17_crop_1,Tumor Cells,0,2.059137166082628,-0.07030643145709187,2.059137166082628,"[ 5.38779909e-01  2.16289198e-01  3.97703779e-01 -3.59585226e-01
 -7.26286001e-01  8.91420617e-01  4.04565203e-01 -9.41954694e-01
  3.92193303e-01  1.43514189e+00 -1.11815560e+00 -4.31441175e-01
  9.72824303e-02 -1.86544546e-01  2.80511126e-01 -4.48356447e-01
 -5.98877703e-01 -1.19224929e+00  2.02512957e-01  1.50822043e-03
  3.56771385e-01 -2.04146829e-01  2.04644129e-01  2.16853207e+00
  7.33047770e-01 -6.98367323e-01  1.21882826e+00  1.32996242e+00
 -1.27529737e+00 -2.10977942e-01 -1.46485004e+00  5.14746359e-01
  1.50065325e+00 -1.16539207e+00]"
18_1_crop_1,Tumor Cells,0,3.8584150260974717,0.480489783167046,3.8584150260974717,"[ 1.6072816   1.50932511  0.21165204  0.2442623   1.0187789   1.25590045
  0.84257968 -0.77082378  2.23668523  0.43008713  0.30490451 -0.18353363
 -0.0709122  -0.11554899  0.02798756 -0.41772646 -0.72943236 -0.83508798
  0.27862813 -0.12005101  1.90768879  0.83384836  0.99091156  1.39784779
  1.46116993 -0.24681712  0.90210372  0.14745366 -0.4303169  -0.09358575
  1.54071535 -1.70746044 -0.42348114  0.67702157]"
18_1_crop_2,Tumor Cells,0,2.2183924310621954,-0.2939009824533017,2.2183924310621954,"[ 1.47893045  1.03221304  1.32796246  1.45195735  0.63533415  0.87876422
  0.62684666 -0.00598224  0.94235681  0.03798333  1.34701133 -0.09703077
  0.33513369 -0.20184899  0.38843256 -0.24926155 -0.42244993  0.05356085
  0.16069422 -0.24910526  1.35006637  0.58566801  0.43459126 -0.03872606
  0.22228272  0.36403892  1.23884057  2.67307193 -0.56004595  1.49282488
 -0.82783965 -0.02440394 -0.90563747 -0.31229589]"
18_20_crop_1,Tumor Cells,0,3.7500165248109925,1.117658777235964,3.7500165248109925,"[ 0.75016381  0.81893098  0.27366929 -0.35958523  1.29266801  1.36983806
  1.34221069 -1.36484379  1.19902544  1.88795344 -1.79321529 -0.66994474
  0.34200318 -0.31107752  0.18192817 -0.67808133 -0.34610729  1.16110749
  0.20845022  0.63877027  0.61056718  0.70372846  0.68973359  0.28114203
  1.06159789  1.45756675  0.66497362  0.91926232  0.01294678 -0.4550511
 -0.07166245 -1.6653995  -0.29110967 -2.88358066]"
18_20_crop_2,Tumor Cells,0,2.984452504455988,0.6102299146606336,2.984452504455988,"[ 1.01657827  0.90281382  0.70779001 -0.96343275 -0.02982512  1.29682436
  1.27395213 -0.99458334  1.70880606  1.24695137  0.82457441 -0.72173114
  0.23520142 -0.25918022  0.14240377 -0.5402464  -0.33605248  0.86131728
  0.15111912  0.40235372  0.96333214  0.59432466  1.01690776  1.17187634
  0.73716013 -0.00728429  0.66847705 -0.29515076 -0.90042915 -0.4516891
  0.50485777 -0.39375499  0.75794081  0.79526912]"
18_20_crop_3,Tumor Cells,0,4.39056549708087,-0.9674851713902632,4.39056549708087,"[ 2.12300121  1.03662127  2.69234185 -1.56728028  0.5179531   1.92740977
  0.88754529 -0.83457886  0.69074815  0.62238507 -0.68677929 -0.69530663
 -0.69868139 -0.72377028 -0.60541737 -1.01501117 -1.23176192 -1.52886558
  0.63189325  0.31259399  1.36565254  0.39241037  1.54642741  0.84043415
 -0.15737014 -1.44046368 -1.45869617 -0.37667303  0.17379892 -1.15880118
  0.68648219 -0.44218947  1.44197141  0.49306651]"
18_20_crop_4,Tumor Cells,0,5.124114376001984,-0.19262058031440987,5.124114376001984,"[ 2.32796384  1.37728894  2.41326425 -0.35958523  0.7605406   2.27772213
  1.47601057 -1.13796665  0.97393653  1.41488008  0.11113323 -0.74376031
  0.02323731 -0.4134971   0.12332371 -0.96140869 -1.06798992 -0.7555622
  0.54370489  0.37856222  1.58402228  0.79918057  1.38441224  0.89671044
 -0.60284691  0.01609619  0.41090783 -0.71072355  0.45554158  1.57840304
  0.9842201  -1.05925377 -0.84675563  0.89390461]"
18_2_crop_1,Tumor Cells,0,5.1605147411676695,0.7105173763389976,5.1605147411676695,"[ 1.64035405  2.26106931 -0.16045143 -0.35958523  1.24571559  1.3066266
  1.50473369 -0.91302457  1.56462559  1.002022   -0.93537466 -0.47365727
 -0.28091053 -0.43610088 -0.19274002 -0.333494   -0.57047989 -0.85109094
  0.14144538  0.05166024  2.30995333  2.08671798  0.81088215  2.00194339
 -0.84770546 -1.08899638  1.06213882 -1.14896604 -0.44544745 -0.16904402
  0.69722481  1.36963087  0.20977247  1.40246167]"
18_2_crop_2,Tumor Cells,0,5.128786365229978,0.2442017528086007,5.128786365229978,"[ 2.24300972  2.61779472 -0.22246867 -0.35958523  1.24571559  1.34083827
  1.46805736 -0.62042418  1.38056073  0.41370288 -0.0710028  -0.56179522
 -0.42032936 -0.38682626 -0.10973778 -0.47898643 -0.74951022 -0.8681412
  0.20788495  0.06700966  2.50524917  2.22980169  0.19141687  0.31821289
 -0.06504145 -1.17448753  1.59464163  0.7500454  -0.4038913   1.01048693
 -0.14505757  0.9667017  -1.0475856  -1.5302588 ]"
18_3_crop_1,Tumor Cells,0,4.244068147090412,1.2111204932471265,4.244068147090412,"[ 1.87904215  2.17363738 -0.16045143 -0.96343275  1.2770172   1.25799341
  1.35567525 -0.73517734  1.41496339  0.45715145  0.4022477  -0.1339341
  0.05435533  0.07213422  0.49145165 -0.27223403 -0.56453982 -0.84878623
  0.10362298 -0.15465097  2.38892875  1.6478349   0.13541581 -0.63219779
 -0.34336186  0.6786967   1.24082687  1.2211277  -1.11000802 -0.07761983
  0.15134584 -0.55147861 -1.69813282  0.23168045]"
18_3_crop_2,Tumor Cells,0,4.89251141874021,0.47522047010214996,4.89251141874021,"[ 2.21731238  2.0566022   0.52173827  0.2442623   0.83096922  1.45005385
  1.20393695 -0.59111661  1.42112084  0.6836528  -1.29531833 -0.46410983
 -0.3654898  -0.23825067  0.04387781 -0.55556139 -0.7664741  -1.2785107
  0.26724047 -0.16312241  2.54329641  1.35804883  0.16549018  2.49350953
  0.18879744  1.29999689  0.49604964  1.20357371 -0.46541534  0.9647186
  0.07204172 -1.60184688  0.27742777 -1.93271056]"
18_3_crop_3,Tumor Cells,0,4.441539436526152,0.2839076192562972,4.441539436526152,"[ 1.46730452e+00  1.94413951e+00 -2.84485918e-01  2.44262298e-01
  6.90111967e-01  1.22115746e+00  1.48027137e+00 -9.51875200e-01
  1.00349343e+00  5.24548568e-01 -1.47469249e-01 -3.24015719e-01
 -5.93117814e-01 -5.90595013e-01 -5.03252717e-01 -1.95659072e-01
 -4.51350356e-01 -1.19309533e+00 -2.03317398e-03 -2.78187771e-01
  2.03059365e+00  1.62195370e+00  1.54908858e+00  7.47326481e-01
 -4.08599765e-01  3.07380551e-01  2.56235426e-01  2.10780364e+00
 -6.34229580e-03  6.15692936e-01 -1.51238229e+00 -2.24898988e+00
 -6.09893168e-01  6.69166218e-02]"
18_3_crop_4,Tumor Cells,0,4.156011268268484,-0.009733704369011283,4.156011268268484,"[ 1.03400734  1.91056514 -1.09071011  0.2442623   1.23789019  1.04204232
  1.52763777 -1.18211509  0.46328536  0.82786496 -0.70038519 -0.57456135
 -0.89818084 -0.66716917 -0.55054934 -0.20331657 -0.36436575 -0.43233985
 -0.01620285 -0.07927287  1.69857552  1.83054759  0.4207889  -0.91521824
 -0.47610899 -0.54911872  1.68784658  1.23414834  0.94518296  1.4788407
 -0.77982555 -0.65935964 -0.39100792 -0.70344462]"
18_3_crop_5,Tumor Cells,0,3.5650879347551063,-0.5418548844634477,3.5650879347551063,"[ 0.63280615  1.74978123 -1.2147446   0.2442623   0.97182648  0.62763023
  1.15041979 -1.03014729  0.3566928   0.67886381 -0.20372487 -0.5546997
 -0.98350843 -1.00027116 -0.76907633 -0.11142661 -0.2582471  -0.70741533
 -0.08546225 -0.19598309  1.57837767  1.91395277  0.1900971  -0.32351001
 -1.07320229 -1.36244856  2.04562349  1.45009644 -0.10120646  1.11938968
 -0.11262677  0.61436335 -0.69308218 -0.22262712]"
18_4_crop_1,Tumor Cells,0,3.1093847847841904,0.11165045853294808,3.1093847847841904,"[ 1.66357779e+00  1.49444898e+00  8.93841741e-01 -3.59585226e-01
  1.05790591e+00  1.18733417e+00  7.21806671e-01 -5.67930062e-01
  1.00962629e+00  4.68446548e-04  2.98153085e-01 -1.11817577e-01
 -2.09264762e-01 -3.07388432e-01 -1.79152108e-01 -1.26741606e-01
 -1.88869880e-01 -1.43832419e-01  1.24722128e-02 -1.27493985e-01
  1.88585216e+00  1.15482273e+00  2.48291613e-01 -2.08039407e+00
 -1.31085247e+00 -1.48655842e+00  5.53726765e-01  1.53509475e+00
  4.74348088e-01  8.58421019e-01 -8.25703111e-01 -1.74607712e-01
 -1.22595717e+00  1.64127822e-01]"
18_4_crop_2,Tumor Cells,0,4.247865155345685,-0.10769244379028728,4.247865155345685,"[ 0.92595739  1.98330553 -1.05970148 -0.35958523  1.06573132  0.89988665
  1.51009894 -1.11481021  1.05516444  0.65548192 -0.14890432 -0.62367556
 -1.06735569 -0.95038336 -0.76113279 -0.27223403 -0.45705277 -0.65903186
 -0.0223858  -0.10651063  1.79535934  2.11176603  0.29890642 -0.41907591
 -0.71519398  0.21582013  1.16407377  1.4658527   0.4308049   0.77086382
  0.31863538  0.79664287 -0.34269463  0.08973324]"
18_4_crop_3,Tumor Cells,0,4.611638280286787,0.6278156433153487,4.611638280286787,"[ 1.86844137  2.08954724  0.05660893 -0.35958523  1.33962043  1.38788306
  1.37486558 -0.77059887  1.76714909  0.33759809  0.84717803 -0.256446
 -0.45826874 -0.41480712 -0.20313034 -0.45601394 -0.68195499 -1.01201197
  0.19710898 -0.02017741  2.4765159   1.83010316 -0.39600221  2.0607163
  0.49889103  1.59731771  1.78810184  1.52711877  1.0587302  -1.64883388
  0.28073129 -0.75704619  0.32618116 -1.79466292]"
18_4_crop_4,Tumor Cells,0,5.9484593781714015,-0.6918763313425065,5.9484593781714015,"[ 3.04158471  2.57007021  1.51401419 -0.35958523  1.28484261  1.95362806
  1.62542226 -0.58631576  0.63247099  0.16142779 -0.38661345 -0.74029464
 -1.01683334 -0.99083976 -0.6348134  -0.48664393 -0.78234251 -0.94282937
  0.32606778 -0.03071393  3.18414348  1.63011834  1.23962221  0.54990663
 -1.39102451  0.21315979  1.6380435   1.26796359  1.59352442  0.65641412
 -0.29568607 -1.18896401 -0.22053866 -0.58993945]"
18_5_crop_1,Tumor Cells,0,1.1255900841278683,-0.7630898829525632,1.1255900841278683,"[-1.05407206 -0.02000758 -1.18373597 -0.35958523  1.09703293 -0.33711768
  0.16175956 -0.95047053  0.43778267  0.65353963 -0.92745552 -1.10719396
 -0.40429636 -0.90561295 -0.10513376 -0.76231379 -0.56116725  0.3188305
 -0.01224324  0.37237874 -0.57507666  0.42943002 -0.67586043 -1.08754406
 -0.57964019 -2.21085815  2.02661606  0.97141661 -0.1167823   0.21989003
 -0.64660444 -0.33356442 -2.77461208 -0.49737476]"
18_5_crop_2,Tumor Cells,1,-0.4078520048198082,-0.23089173126590115,-0.4078520048198082,"[-1.39866672 -0.85843767 -1.2147446   0.2442623  -1.14103237 -0.55595398
 -0.41524152 -0.95968768  0.41491034  1.02935114 -1.2872395  -0.82773794
  0.35322608 -0.48620708  0.61215883 -0.70871132 -0.41156253  1.21809092
  0.06698851  0.77290577 -0.99965047 -0.85424554  1.16861987  0.36809047
  2.55634731  0.15744486  0.21634334  1.13801466 -0.0514339  -2.03544017
  2.38231912 -1.3776657  -0.08964671  0.19077066]"
18_5_crop_3,Tumor Cells,0,0.919005548278987,0.7586185332304424,0.919005548278987,"[-1.55417121 -0.32840992 -2.05197741 -0.96343275  0.41622286 -0.70601051
  0.05739057 -1.14092205  0.28016042  1.10295911 -1.39640993 -1.12695434
  0.22889861 -0.63054854  0.72448105 -1.20644857 -0.59342673  0.71070864
 -0.00529723  0.80773128 -0.58842561  0.29060266  1.60238942 -0.63236602
  1.24981712  1.46337558 -1.6377556  -0.55391902  0.65079997 -0.20988869
  0.21023316  0.60050065  0.00989096  1.04543088]"
18_6_crop_1,Tumor Cells,0,4.767982423210578,1.047255476909177,4.767982423210578,"[ 1.15906642  1.81174789 -0.59457214 -1.56728028  1.0187789   1.1481061
  1.28802643 -1.18014703  1.6416      0.88596617 -0.72994279 -1.03650923
 -0.33404745  0.31787152  0.11019992 -0.90014872 -1.09637505 -0.4604718
  0.47601236  0.69013679  1.75091944  1.82687954  1.47173631 -0.95883984
  2.73946456  0.30932019 -2.08356336  0.14834913  2.00498486 -0.03567762
 -1.40535702  2.48154796 -1.23858943 -0.44698489]"
18_6_crop_2,Tumor Cells,0,3.846393495804771,0.3660549534672589,3.846393495804771,"[ 0.46792533  1.11494434 -0.34650316 -0.35958523  1.35527123  0.92796163
  0.86433555 -1.33451402  1.25763601  1.24342563 -1.07648308 -1.08716787
 -0.62992472 -0.01429529 -0.06205826 -0.58619138 -0.72877075 -0.78193408
  0.16482816  0.10963308  0.88025524  1.33315442  1.06516592  0.03782668
  0.19578295  0.02504863  0.26017807  0.32810266 -1.28531791 -0.35050051
 -0.99572993  0.64355585 -0.9482422  -0.61877955]"
18_6_crop_3,Tumor Cells,0,2.334312109217805,-0.46893217997124914,2.334312109217805,"[ 0.43574588  0.76761581 -0.22246867 -1.56728028  0.43969907  0.71161804
  0.9952817  -0.9087224   0.13455185  0.4790072  -0.19620401 -0.85165134
 -0.72749043 -0.92444217 -0.66822932 -0.21863156 -0.08761402  0.42387981
 -0.06644977  0.24770802  0.67119761  0.72557169  0.80429253  0.43211919
  0.09188793 -1.44572127  0.69505359  0.56420278 -1.05238869  0.34661476
 -0.25356148  0.35764553  0.48254003 -0.83945864]"
18_6_crop_4,Tumor Cells,0,2.697282541936167,-1.2182395311118264,2.697282541936167,"[ 1.27812169e-01  5.68297350e-01 -5.94572144e-01  2.44262298e-01
  7.44889789e-01  4.09861206e-01  5.33534187e-01 -8.20292918e-01
  5.83263449e-01  7.87163335e-01 -7.21373625e-01 -1.03538280e+00
 -9.38694311e-01 -1.02752610e+00 -7.82774739e-01 -1.07627114e+00
 -7.14407793e-01 -3.57809213e-04  1.81421477e-01  1.07720661e+00
  6.77631283e-01  5.47387703e-01  1.87914034e-01  5.79389504e-01
 -4.08570554e-01  8.30982847e-01  1.17901972e+00  1.76620275e-01
 -4.71042313e-01 -8.90009393e-02  9.94831381e-01 -6.37767713e-01
 -7.11129911e-01 -6.61464251e-01]"
18_6_crop_5,Tumor Cells,0,5.244309947206808,0.8078963533774906,5.244309947206808,"[ 2.08432974  1.34176271  1.88611766 -0.96343275  0.65098495  2.355003
  1.79368523 -1.3573297   1.14651045  1.35123907  0.17340988  0.34718684
  0.42727685 -0.151081    0.23817464 -1.10690112 -1.54089229 -2.34105954
  0.72979856 -0.07133889  1.64698596  0.78211006  0.97458402  1.06284747
 -0.36801794  1.15620166 -0.11163302  0.49605214 -0.84929155 -0.70635359
  1.27086438 -0.84640553  0.05171828 -1.17600968]"
18_6_crop_6,Tumor Cells,0,6.516774570225163,0.7077690176586114,6.516774570225163,"[ 1.91654206  1.93068382  0.95585899  0.2442623   0.82314382  2.25113495
  2.38151454 -1.51810912  1.5861405   1.5538229  -1.51099863 -0.02449066
  0.20962569 -0.05127519  0.37027718 -1.45148845 -1.77537951 -1.95304262
  0.79994588  0.72235668  2.05997558  1.48439632  1.18998788  2.00520347
  0.15668124 -1.25363283  0.40135026 -2.14698454 -0.04546855  0.43987552
 -1.18010412  0.97264169  0.99037393  1.54720661]"
18_6_crop_7,Tumor Cells,0,4.998218957039248,-0.40283820159954975,4.998218957039248,"[ 0.97772957  1.38127471  0.08761755 -0.96343275  1.12050914  1.35310935
  1.53121683 -1.34545848  0.75919309  0.61798623  0.38211392 -0.32440073
 -0.42657257 -0.48058151 -0.55359924 -1.84202076 -1.92987515 -0.43965244
  1.08046636  1.51305242  1.2565857   1.40634848  1.55391286  0.93602038
 -0.47471795 -3.2229901  -1.79846806 -1.15925688 -0.06078808  0.47972479
 -1.59232512  1.7099982  -0.73326569  0.49260064]"
18_6_crop_8,Tumor Cells,0,5.084052966999676,0.03341430857939884,5.084052966999676,"[ 1.09940906  1.88442559 -0.56356352 -0.35958523  0.94052487  1.27457131
  2.05742112 -1.17685858  0.37203344  0.60071284  0.85182369 -0.07263235
 -0.188014   -0.44678616 -0.30530224 -1.5586934  -1.60418322 -0.84424711
  0.76885459  1.43807095  1.55066196  1.88930791  1.45199777  0.36521528
 -1.67902548 -1.61974879 -0.60022851 -0.26260855  0.18444248  1.79486297
 -1.43384437  1.57810763  0.70972562  0.56992593]"
18_7_crop_1,Tumor Cells,0,2.7622397119942583,0.5920091299493555,2.7622397119942583,"[ 0.40985695  0.87719758 -0.34650316 -2.1711278   0.72141358  0.61309399
  0.66661527 -0.98917502  0.39878969  0.56211996  0.04383435 -0.81970302
 -0.63676432  0.09227987 -0.28767472 -0.41006897 -0.53652282 -0.48443812
  0.13216149  0.11563612  0.95421631  0.74893591  1.45906945  2.58875006
 -1.08153688 -0.17419844 -0.44458322 -1.17146427 -2.11069901  0.81995596
 -3.68223369 -1.27097225 -0.23383886  3.69467326]"
